question_id,scene_id,image_path,split,question_type,difficulty,visibility,seabed_texture,ood_axis,length_scale,range_setting_m,meters_per_pixel,question,choice_a,choice_b,choice_c,choice_d,answer_label
q_c5d66d28426579,scene_0125,images/scene_0125.png,train,new_scar_count,medium,multipath,rippled,mild_ripple,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_ece8001d5666e0,scene_0125,images/scene_0125.png,train,new_crossing_threat,medium,multipath,rippled,mild_ripple,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_47bec9cb0bb977,scene_0125,images/scene_0125.png,train,burial_compliance,medium,multipath,rippled,mild_ripple,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,D
q_21b031cb047258,scene_0125,images/scene_0125.png,train,intervention_priority,medium,multipath,rippled,mild_ripple,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_a169181ba17fb9,scene_0126,images/scene_0126.png,train,exposure_delta_bin,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_5a56eefddf0bb8,scene_0126,images/scene_0126.png,train,new_risk_sector,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_c01fb8e878b10e,scene_0126,images/scene_0126.png,train,new_scar_count,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_77f7776f90c192,scene_0126,images/scene_0126.png,train,new_crossing_threat,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_47f82360835763,scene_0126,images/scene_0126.png,train,burial_compliance,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_3de9ebdce66834,scene_0126,images/scene_0126.png,train,intervention_priority,easy,speckled,rippled,mild_ripple,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_d2ff89be06951b,scene_0127,images/scene_0127.png,train,exposure_delta_bin,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_8b651bcc35c4b8,scene_0127,images/scene_0127.png,train,new_risk_sector,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_a84d6f0a30b2e7,scene_0127,images/scene_0127.png,train,new_scar_count,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_6dcc93734d38a2,scene_0127,images/scene_0127.png,train,new_crossing_threat,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_454d2980ac219c,scene_0127,images/scene_0127.png,train,burial_compliance,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,D
q_5292c5c24d98fd,scene_0127,images/scene_0127.png,train,intervention_priority,hard,clear,rippled,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_5c2cb8f88ffb00,scene_0128,images/scene_0128.png,train,exposure_delta_bin,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_ec6c19933798bd,scene_0128,images/scene_0128.png,train,new_risk_sector,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_a67cecf7eddb78,scene_0128,images/scene_0128.png,train,new_scar_count,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_d656fbce7c4c35,scene_0128,images/scene_0128.png,train,new_crossing_threat,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_a43ac9bae04d15,scene_0128,images/scene_0128.png,train,burial_compliance,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_c34cccf2eacd05,scene_0128,images/scene_0128.png,train,intervention_priority,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_152076d933e678,scene_0129,images/scene_0129.png,train,exposure_delta_bin,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_edaa66d3146cf6,scene_0129,images/scene_0129.png,train,new_risk_sector,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_912697e0aece38,scene_0129,images/scene_0129.png,train,new_scar_count,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_2e3c0e6db7d217,scene_0129,images/scene_0129.png,train,new_crossing_threat,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,C
q_475dc916a6bc9f,scene_0129,images/scene_0129.png,train,burial_compliance,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,C
q_282a78dca18099,scene_0129,images/scene_0129.png,train,intervention_priority,easy,multipath,flat,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_a13f9f370aa78d,scene_0130,images/scene_0130.png,train,exposure_delta_bin,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_816ceb06dc1dd4,scene_0130,images/scene_0130.png,train,new_risk_sector,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_147805786d8834,scene_0130,images/scene_0130.png,train,new_scar_count,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_0e013b7aefacb4,scene_0130,images/scene_0130.png,train,new_crossing_threat,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_ce750a14c5f8a0,scene_0130,images/scene_0130.png,train,burial_compliance,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,D
q_1ebfd8f399298f,scene_0130,images/scene_0130.png,train,intervention_priority,easy,speckled,rocky,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_01c565f68f1f01,scene_0131,images/scene_0131.png,train,exposure_delta_bin,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_175ee8f6d65e15,scene_0131,images/scene_0131.png,train,new_risk_sector,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_4e030f9f746028,scene_0131,images/scene_0131.png,train,new_scar_count,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_daff0c534cc44b,scene_0131,images/scene_0131.png,train,new_crossing_threat,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_babd1ab9e8a83c,scene_0131,images/scene_0131.png,train,burial_compliance,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_2feaf65defb61e,scene_0131,images/scene_0131.png,train,intervention_priority,medium,low_gain,rocky,in_distribution,long_range,81.9,0.16,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,A
q_2db586848b5a09,scene_0132,images/scene_0132.png,train,exposure_delta_bin,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_ae528818742f0b,scene_0132,images/scene_0132.png,train,new_risk_sector,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_ef13ca3ada1e0a,scene_0132,images/scene_0132.png,train,new_scar_count,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_e6f91a9dd7fb4d,scene_0132,images/scene_0132.png,train,new_crossing_threat,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_1f756798a0b98a,scene_0132,images/scene_0132.png,train,burial_compliance,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_31c541071073a5,scene_0132,images/scene_0132.png,train,intervention_priority,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_185b45d85c2f69,scene_0133,images/scene_0133.png,train,exposure_delta_bin,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_6b12d7ab2dddf5,scene_0133,images/scene_0133.png,train,new_risk_sector,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_ac01c899598a1c,scene_0133,images/scene_0133.png,train,new_scar_count,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,C
q_9fc8b0636abe98,scene_0133,images/scene_0133.png,train,new_crossing_threat,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,C
q_c9609444e98582,scene_0133,images/scene_0133.png,train,burial_compliance,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_176ba5beb9a16a,scene_0133,images/scene_0133.png,train,intervention_priority,medium,low_gain,flat,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_50fc71cd4e8167,scene_0134,images/scene_0134.png,train,exposure_delta_bin,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_6cb367a0c1113f,scene_0134,images/scene_0134.png,train,new_risk_sector,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_debb1ffef394a0,scene_0134,images/scene_0134.png,train,new_scar_count,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_546ad82054c6da,scene_0134,images/scene_0134.png,train,new_crossing_threat,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,C
q_066b855a0a412d,scene_0134,images/scene_0134.png,train,burial_compliance,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_b0cfd666ebe687,scene_0134,images/scene_0134.png,train,intervention_priority,medium,low_gain,flat,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_cf208c26f97309,scene_0135,images/scene_0135.png,train,exposure_delta_bin,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_9bdbfb1a4a34f5,scene_0135,images/scene_0135.png,train,new_risk_sector,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_42a153c6b5aca2,scene_0135,images/scene_0135.png,train,new_scar_count,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_0b2eef82aefdbf,scene_0135,images/scene_0135.png,train,new_crossing_threat,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,C
q_39e0453bd54d99,scene_0135,images/scene_0135.png,train,burial_compliance,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_147ae1507c86ea,scene_0135,images/scene_0135.png,train,intervention_priority,medium,clear,rippled,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_410f1b4a1ec9cb,scene_0136,images/scene_0136.png,train,exposure_delta_bin,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_1b341bcec33a83,scene_0136,images/scene_0136.png,train,new_risk_sector,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_b74d7766e7f966,scene_0136,images/scene_0136.png,train,new_scar_count,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_994f445606eba3,scene_0136,images/scene_0136.png,train,new_crossing_threat,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,D
q_8c698cba99bfcf,scene_0136,images/scene_0136.png,train,burial_compliance,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_a341deeb9e9285,scene_0136,images/scene_0136.png,train,intervention_priority,easy,low_gain,flat,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_5ff53d7d42118d,scene_0137,images/scene_0137.png,train,exposure_delta_bin,hard,clear,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_8de7b1d6bcec9f,scene_0137,images/scene_0137.png,train,new_risk_sector,hard,clear,flat,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_6e6c84ebee6033,scene_0137,images/scene_0137.png,train,new_scar_count,hard,clear,flat,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_957b12c155bb8f,scene_0137,images/scene_0137.png,train,new_crossing_threat,hard,clear,flat,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_aeb371dc597b2a,scene_0137,images/scene_0137.png,train,burial_compliance,hard,clear,flat,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_abfae99e131938,scene_0137,images/scene_0137.png,train,intervention_priority,hard,clear,flat,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_470dab3f5d31fd,scene_0138,images/scene_0138.png,train,exposure_delta_bin,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_a296f6280f23f3,scene_0138,images/scene_0138.png,train,new_risk_sector,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_a1f5f3fbe3b266,scene_0138,images/scene_0138.png,train,new_scar_count,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_f6c82041a865c7,scene_0138,images/scene_0138.png,train,new_crossing_threat,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,B
q_929c9ba19902c5,scene_0138,images/scene_0138.png,train,burial_compliance,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_b7ec22703c5fe1,scene_0138,images/scene_0138.png,train,intervention_priority,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_9bb06ce7d893b9,scene_0139,images/scene_0139.png,train,exposure_delta_bin,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_69a23df2317e97,scene_0139,images/scene_0139.png,train,new_risk_sector,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_036d947a2c3140,scene_0139,images/scene_0139.png,train,new_scar_count,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_48902db6bfccce,scene_0139,images/scene_0139.png,train,new_crossing_threat,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,D
q_0ca7bfc9634aae,scene_0139,images/scene_0139.png,train,burial_compliance,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_9852169195e65d,scene_0139,images/scene_0139.png,train,intervention_priority,medium,low_gain,rippled,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_fd9ddfcb1a967a,scene_0140,images/scene_0140.png,train,exposure_delta_bin,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_e131c51b6699ac,scene_0140,images/scene_0140.png,train,new_risk_sector,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_907fee5463740c,scene_0140,images/scene_0140.png,train,new_scar_count,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_7f2fb0f5feba63,scene_0140,images/scene_0140.png,train,new_crossing_threat,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_28449138de9fbd,scene_0140,images/scene_0140.png,train,burial_compliance,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_be2d6ae1bc485c,scene_0140,images/scene_0140.png,train,intervention_priority,easy,low_gain,rocky,in_distribution,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_0914ba4fba4a36,scene_0141,images/scene_0141.png,train,exposure_delta_bin,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_fa364cf9e0b808,scene_0141,images/scene_0141.png,train,new_risk_sector,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_b789bb4be18951,scene_0141,images/scene_0141.png,train,new_scar_count,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_facb91515c1404,scene_0141,images/scene_0141.png,train,new_crossing_threat,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_b44151c924d06e,scene_0141,images/scene_0141.png,train,burial_compliance,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_0bb1cb4d64454c,scene_0141,images/scene_0141.png,train,intervention_priority,easy,clear,vegetated,in_distribution,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_f60e4a0e7582f6,scene_0142,images/scene_0142.png,train,exposure_delta_bin,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_e4930b02c9359d,scene_0142,images/scene_0142.png,train,new_risk_sector,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_534086c59845d0,scene_0142,images/scene_0142.png,train,new_scar_count,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_4c607b62fdd38b,scene_0142,images/scene_0142.png,train,new_crossing_threat,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_5cc26c1ec8f760,scene_0142,images/scene_0142.png,train,burial_compliance,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,C
q_f96468103a6681,scene_0142,images/scene_0142.png,train,intervention_priority,easy,clear,rippled,mild_ripple,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,D
q_085e6f3ec6b8cf,scene_0143,images/scene_0143.png,train,exposure_delta_bin,easy,low_gain,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
